x_var,y_var,point,diff_x,diff_y,distance,theta,diff_theta,cumulative_distance,r,cumulative_distance_10_actual,cumulative_distance_10_dummy,height,diff_height,_merge,grade
9.7857189,19.089184,489,-.060281754,.060279846,.08754874,-.78541398,.14188123,38.701717,.61705655,387.01718,387,.052173916,0,Matched (3),0
9.7254372,19.149466,490,-.060281754,.060281754,.087550119,-.78539819,.000015795231,38.789268,5542.8198,387.8927,387,.052173916,0,Matched (3),0
9.6651554,19.189653,491,-.060281754,.040187836,.074403301,-.98279375,-.19739556,38.86367,.3769249,388.63672,388,.039130434,-.013043482,Matched (3),-.17530784
9.6048737,19.249935,492,-.060281754,.060281754,.087550119,-.78539819,.19739556,38.951221,.44352627,389.51221,389,.039130434,0,Matched (3),0
9.524498,19.290123,493,-.080375671,.040187836,.092285939,-1.1071488,-.32175058,39.043507,.28682446,390.43506,390,.026086958,-.013043476,Matched (3),-.14133763
9.4642172,19.350405,494,-.0602808,.060281754,.087549433,-.78539026,.32175851,39.131058,.27209672,391.31058,391,.026086958,0,Matched (3),0
9.4039354,19.390593,495,-.060281754,.040187836,.074403301,-.98279375,-.19740349,39.20546,.37690976,392.0546,392,.026086958,0,Matched (3),0
9.3436537,19.450874,496,-.060281754,.060281754,.087550119,-.78539819,.19739556,39.293011,.44352627,392.93011,392,.026086958,0,Matched (3),0
9.2833719,19.511156,497,-.060281754,.060281754,.087550119,-.78539819,0,39.380558,50000,393.80557,393,.026086958,0,Matched (3),0
9.2230902,19.551344,498,-.060281754,.040187836,.074403301,-.98279375,-.19739556,39.454964,.3769249,394.54962,394,.026086958,0,Matched (3),0
9.1628084,19.611626,499,-.060281754,.060281754,.087550119,-.78539819,.19739556,39.542515,.44352627,395.42514,395,.026086958,0,Matched (3),0
9.1025267,19.671907,500,-.060281754,.060281754,.087550119,-.78539819,0,39.630062,50000,396.30063,396,.026086958,0,Matched (3),0
9.0422449,19.732189,501,-.060281754,.060281754,.087550119,-.78539819,0,39.717613,50000,397.17615,397,.013043479,-.013043479,Matched (3),-.148983
8.9618702,19.772377,502,-.080374718,.040187836,.092285052,-1.107144,-.32174581,39.809898,.28682595,398.099,398,.013043479,0,Matched (3),0
8.9015884,19.792471,503,-.060281754,.020093918,.065256007,-1.2490457,-.14190173,39.875153,.4598676,398.75153,398,.013043479,0,Matched (3),0
8.8212128,19.792471,504,-.080375671,0,.082543045,-1.5707964,-.32175064,39.957699,.25654352,399.577,399,.013043479,0,Matched (3),0
8.7408371,19.852753,505,-.080375671,.060281754,.10317881,-.92729521,.64350116,40.060875,.16033974,400.60876,400,.026086958,.013043479,Matched (3),.12641625
8.7006493,19.913034,506,-.040187836,.060281754,.074403301,-.58800262,.33929259,40.135281,.2192895,401.35281,401,.039130434,.013043476,Matched (3),.17530777
