x_var,y_var,point,diff_x,diff_y,distance,theta,diff_theta,cumulative_distance,r,cumulative_distance_10_actual,cumulative_distance_10_dummy,height,diff_height,_merge,grade
4813.3335,3533.3333,130,13.333496,26.666504,.030770028,.46365494,3.6656857e-06,3.0703356,8394.0713,30.703356,30,.47837839,0,Matched (3),0
4826.6665,3546.6667,131,13.333008,13.333496,.019460604,.78537983,.32172489,3.0897963,.060488336,30.897963,30,.47837839,0,Matched (3),0
4840,3573.3333,132,13.333496,26.666504,.030770028,.46365494,-.32172489,3.1205664,.095640808,31.205664,31,.47297296,-.005405426,Matched (3),-.1756718
4853.3335,3586.6667,133,13.333496,13.333496,.019460959,.78539819,.32174325,3.1400273,.060485993,31.400272,31,.47297296,-.005405426,Matched (3),-.27775744
4866.6665,3613.3333,134,13.333008,26.666504,.030769801,.46364027,-.32175791,3.1707971,.095630288,31.707972,31,.47297296,-.005405426,Matched (3),-.1756731
4880,3640,135,13.333496,26.666748,.030770252,.46365127,.000010997057,3.2015674,2798.0442,32.015675,32,.46756756,-.0054053962,Matched (3),-.17566955
4893.3335,3666.6667,136,13.333496,26.666748,.030770252,.46365127,0,3.2323377,50000,32.323376,32,.46756756,-.0054053962,Matched (3),-.17566955
4906.6665,3693.3333,137,13.333008,26.666504,.030769801,.46364027,-.000010997057,3.2631073,2798.0032,32.631073,32,.46756756,-.0054053962,Matched (3),-.17567213
4920,3720,138,13.333496,26.666748,.030770252,.46365127,.000010997057,3.2938776,2798.0442,32.938774,32,.46756756,-.0054053962,Matched (3),-.17566955
4933.3335,3746.6667,139,13.333496,26.666748,.030770252,.46365127,0,3.3246479,50000,33.246479,33,.46216217,-.0054053962,Matched (3),-.17566955
4946.6665,3773.3333,140,13.333008,26.666504,.030769801,.46364027,-.000010997057,3.3554177,2798.0032,33.554176,33,.46216217,-.0054053962,Matched (3),-.17567213
4960,3800,141,13.333496,26.666748,.030770252,.46365127,.000010997057,3.386188,2798.0442,33.861881,33,.46216217,-.0054053962,Matched (3),-.17566955
