x_var,y_var,point,diff_x,diff_y,distance,theta,diff_theta,cumulative_distance,r,cumulative_distance_10_actual,cumulative_distance_10_dummy,height,cumulative_distance_2,cumulative_distance_3,cumulative_distance_4,cumulative_distance_5,cumulative_distance_6,cumulative_distance_7,cumulative_distance_8,cumulative_distance_9,cumulative_distance_10,cumulative_distance_11,cumulative_distance_12,cumulative_distance_13,cumulative_distance_14,cumulative_distance_15,cumulative_distance_16,cumulative_distance_17,cumulative_distance_18,cumulative_distance_19,cumulative_distance_20,cumulative_distance_21,cumulative_distance_22,cumulative_distance_23,height_hat,diff_height,_merge,grade
3666.6667,2680,1,0,0,0,,0,0,50000,0,0,.58648646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.56132489,0,Matched (3),0
3680,2666.6667,2,13.333252,-13.333252,.019454546,2.3561945,0,.019454546,50000,.19454546,0,.58648646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.56132489,0,Matched (3),0
3693.3333,2653.3333,3,13.333252,-13.333496,.019454725,2.3562036,9.0599060e-06,.038909271,2147.343,.38909271,0,.58648646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.56132489,0,Matched (3),0
3706.6667,2640,4,13.333496,-13.333252,.019454725,2.3561854,-.000018119812,.058363996,1073.6715,.58363998,0,.58648646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.56132489,0,Matched (3),0
3720,2626.6667,5,13.333252,-13.333252,.019454546,2.3561945,9.0599060e-06,.077818543,2147.3232,.77818543,0,.58648646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.56132489,0,Matched (3),0
3733.3333,2613.3333,6,13.333252,-13.333496,.019454725,2.3562036,9.0599060e-06,.097273268,2147.343,.97273266,0,.58648646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.56132489,0,Matched (3),0
3746.6667,2600,7,13.333496,-13.333252,.019454725,2.3561854,-.000018119812,.11672799,1073.6715,1.16728,1,.58648646,.010816,.0011248641,.00011698587,.000012166531,1.2653192e-06,1.3159320e-07,1.3685693e-08,1.4233120e-09,1.4802445e-10,1.5394543e-11,1.6010326e-12,1.6650739e-13,1.7316769e-14,1.8009441e-15,1.8729819e-16,1.9479012e-17,2.0258172e-18,2.1068500e-19,2.1911241e-20,2.2787691e-21,2.3699199e-22,2.4647167e-23,.56873178,0,Matched (3),0
3760,2586.6667,8,13.333252,-13.333252,.019454546,2.3561945,9.0599060e-06,.13618255,2147.3232,1.3618255,1,.58648646,.010816,.0011248641,.00011698587,.000012166531,1.2653192e-06,1.3159320e-07,1.3685693e-08,1.4233120e-09,1.4802445e-10,1.5394543e-11,1.6010326e-12,1.6650739e-13,1.7316769e-14,1.8009441e-15,1.8729819e-16,1.9479012e-17,2.0258172e-18,2.1068500e-19,2.1911241e-20,2.2787691e-21,2.3699199e-22,2.4647167e-23,.56873178,0,Matched (3),0
3773.3333,2573.3333,9,13.333252,-13.333496,.019454725,2.3562036,9.0599060e-06,.15563726,2147.343,1.5563726,1,.58648646,.010816,.0011248641,.00011698587,.000012166531,1.2653192e-06,1.3159320e-07,1.3685693e-08,1.4233120e-09,1.4802445e-10,1.5394543e-11,1.6010326e-12,1.6650739e-13,1.7316769e-14,1.8009441e-15,1.8729819e-16,1.9479012e-17,2.0258172e-18,2.1068500e-19,2.1911241e-20,2.2787691e-21,2.3699199e-22,2.4647167e-23,.56873178,0,Matched (3),0
3800,2560,10,26.666748,-13.333252,.030760564,2.0344403,-.32176328,.18639782,.095599987,1.8639781,1,.58648646,.010816,.0011248641,.00011698587,.000012166531,1.2653192e-06,1.3159320e-07,1.3685693e-08,1.4233120e-09,1.4802445e-10,1.5394543e-11,1.6010326e-12,1.6650739e-13,1.7316769e-14,1.8009441e-15,1.8729819e-16,1.9479012e-17,2.0258172e-18,2.1068500e-19,2.1911241e-20,2.2787691e-21,2.3699199e-22,2.4647167e-23,.56873178,0,Matched (3),0
3813.3333,2546.6667,11,13.333252,-13.333252,.019454546,2.3561945,.32175422,.20585237,.060463998,2.0585237,2,.58108109,.043264002,.0089989128,.0018717739,.00038932898,.000080980426,.000016843929,3.5035373e-06,7.2873576e-07,1.5157704e-07,3.1528025e-08,6.5578294e-09,1.3640286e-09,2.8371794e-10,5.9013336e-11,1.2274774e-11,2.5531530e-12,5.3105583e-13,1.1045962e-13,2.2975601e-14,4.7789252e-15,9.9401646e-16,2.0675542e-16,.57453477,-.0054053664,Matched (3),-.27784592
3826.6667,2533.3333,12,13.333496,-13.333496,.019454902,2.3561945,0,.22530727,50000,2.2530727,2,.58108109,.043264002,.0089989128,.0018717739,.00038932898,.000080980426,.000016843929,3.5035373e-06,7.2873576e-07,1.5157704e-07,3.1528025e-08,6.5578294e-09,1.3640286e-09,2.8371794e-10,5.9013336e-11,1.2274774e-11,2.5531530e-12,5.3105583e-13,1.1045962e-13,2.2975601e-14,4.7789252e-15,9.9401646e-16,2.0675542e-16,.57453477,-.0054053664,Matched (3),-.27784085
3853.3333,2520,13,26.666504,-13.333252,.030760339,2.0344439,-.32175064,.2560676,.095603034,2.5606761,2,.58108109,.043264002,.0089989128,.0018717739,.00038932898,.000080980426,.000016843929,3.5035373e-06,7.2873576e-07,1.5157704e-07,3.1528025e-08,6.5578294e-09,1.3640286e-09,2.8371794e-10,5.9013336e-11,1.2274774e-11,2.5531530e-12,5.3105583e-13,1.1045962e-13,2.2975601e-14,4.7789252e-15,9.9401646e-16,2.0675542e-16,.57453477,-.0054053664,Matched (3),-.17572519
3866.6667,2506.6667,14,13.333496,-13.333252,.019454725,2.3561854,.32174158,.27552235,.060466927,2.7552235,2,.58108109,.043264002,.0089989128,.0018717739,.00038932898,.000080980426,.000016843929,3.5035373e-06,7.2873576e-07,1.5157704e-07,3.1528025e-08,6.5578294e-09,1.3640286e-09,2.8371794e-10,5.9013336e-11,1.2274774e-11,2.5531530e-12,5.3105583e-13,1.1045962e-13,2.2975601e-14,4.7789252e-15,9.9401646e-16,2.0675542e-16,.57453477,-.0054053664,Matched (3),-.27784339
3880,2493.3333,15,13.333252,-13.333496,.019454725,2.3562036,.000018119812,.29497707,1073.6715,2.9497707,2,.58108109,.043264002,.0089989128,.0018717739,.00038932898,.000080980426,.000016843929,3.5035373e-06,7.2873576e-07,1.5157704e-07,3.1528025e-08,6.5578294e-09,1.3640286e-09,2.8371794e-10,5.9013336e-11,1.2274774e-11,2.5531530e-12,5.3105583e-13,1.1045962e-13,2.2975601e-14,4.7789252e-15,9.9401646e-16,2.0675542e-16,.57453477,-.0054053664,Matched (3),-.27784339
3893.3333,2480,16,13.333252,-13.333252,.019454546,2.3561945,-9.0599060e-06,.31443161,2147.3232,3.1443162,3,.57567567,.097344004,.030371331,.0094758552,.0029564667,.00092241768,.00028779433,.000089791829,.000028015051,8.7406961e-06,2.7270974e-06,8.5085435e-07,2.6546658e-07,8.2825572e-08,2.5841580e-08,8.0625728e-09,2.5155227e-09,7.8484313e-10,2.4487107e-10,7.6399768e-11,2.3836729e-11,7.4370596e-12,2.3203627e-12,.57886434,-.005405426,Matched (3),-.27784899
3906.6667,2466.6667,17,13.333496,-13.333252,.019454725,2.3561854,-9.0599060e-06,.33388633,2147.343,3.3388634,3,.57567567,.097344004,.030371331,.0094758552,.0029564667,.00092241768,.00028779433,.000089791829,.000028015051,8.7406961e-06,2.7270974e-06,8.5085435e-07,2.6546658e-07,8.2825572e-08,2.5841580e-08,8.0625728e-09,2.5155227e-09,7.8484313e-10,2.4487107e-10,7.6399768e-11,2.3836729e-11,7.4370596e-12,2.3203627e-12,.57886434,-.005405426,Matched (3),-.27784643
3933.3333,2453.3333,18,26.666504,-13.333496,.03076045,2.0344512,-.32173419,.36464679,.095608272,3.6464679,3,.57567567,.097344004,.030371331,.0094758552,.0029564667,.00092241768,.00028779433,.000089791829,.000028015051,8.7406961e-06,2.7270974e-06,8.5085435e-07,2.6546658e-07,8.2825572e-08,2.5841580e-08,8.0625728e-09,2.5155227e-09,7.8484313e-10,2.4487107e-10,7.6399768e-11,2.3836729e-11,7.4370596e-12,2.3203627e-12,.57886434,-.005405426,Matched (3),-.17572649
3946.6667,2440,19,13.333496,-13.333252,.019454725,2.3561854,.32173419,.38410151,.060468316,3.8410151,3,.57567567,.097344004,.030371331,.0094758552,.0029564667,.00092241768,.00028779433,.000089791829,.000028015051,8.7406961e-06,2.7270974e-06,8.5085435e-07,2.6546658e-07,8.2825572e-08,2.5841580e-08,8.0625728e-09,2.5155227e-09,7.8484313e-10,2.4487107e-10,7.6399768e-11,2.3836729e-11,7.4370596e-12,2.3203627e-12,.57886434,-.005405426,Matched (3),-.27784643
3973.3333,2426.6667,20,26.666504,-13.333252,.030760339,2.0344439,-.32174158,.41486186,.095605731,4.1486187,4,.57567567,.17305601,.071991302,.029948382,.012458527,.0051827473,.0021560229,.00089690555,.00037311271,.00015521489,.000064569394,.000026860869,.000011174122,4.6484347e-06,1.9337490e-06,8.0443959e-07,3.3464687e-07,1.3921310e-07,5.7912651e-08,2.4091664e-08,1.0022132e-08,4.1692072e-09,1.7343902e-09,.5818451,0,Matched (3),0
3986.6667,2413.3333,21,13.333496,-13.333496,.019454902,2.3561945,.32175064,.43431675,.060465775,4.3431673,4,.57567567,.17305601,.071991302,.029948382,.012458527,.0051827473,.0021560229,.00089690555,.00037311271,.00015521489,.000064569394,.000026860869,.000011174122,4.6484347e-06,1.9337490e-06,8.0443959e-07,3.3464687e-07,1.3921310e-07,5.7912651e-08,2.4091664e-08,1.0022132e-08,4.1692072e-09,1.7343902e-09,.5818451,0,Matched (3),0
4000,2400,22,13.333252,-13.333252,.019454546,2.3561945,0,.45377129,50000,4.5377131,4,.57567567,.17305601,.071991302,.029948382,.012458527,.0051827473,.0021560229,.00089690555,.00037311271,.00015521489,.000064569394,.000026860869,.000011174122,4.6484347e-06,1.9337490e-06,8.0443959e-07,3.3464687e-07,1.3921310e-07,5.7912651e-08,2.4091664e-08,1.0022132e-08,4.1692072e-09,1.7343902e-09,.5818451,0,Matched (3),0
4013.3333,2386.6667,23,13.333252,-13.333252,.019454546,2.3561945,0,.47322583,50000,4.7322583,4,.57567567,.17305601,.071991302,.029948382,.012458527,.0051827473,.0021560229,.00089690555,.00037311271,.00015521489,.000064569394,.000026860869,.000011174122,4.6484347e-06,1.9337490e-06,8.0443959e-07,3.3464687e-07,1.3921310e-07,5.7912651e-08,2.4091664e-08,1.0022132e-08,4.1692072e-09,1.7343902e-09,.5818451,0,Matched (3),0
4026.6667,2373.3333,24,13.333496,-13.333496,.019454902,2.3561945,0,.49268076,50000,4.9268074,4,.57567567,.17305601,.071991302,.029948382,.012458527,.0051827473,.0021560229,.00089690555,.00037311271,.00015521489,.000064569394,.000026860869,.000011174122,4.6484347e-06,1.9337490e-06,8.0443959e-07,3.3464687e-07,1.3921310e-07,5.7912651e-08,2.4091664e-08,1.0022132e-08,4.1692072e-09,1.7343902e-09,.5818451,0,Matched (3),0
4053.3333,2360,25,26.666504,-13.333252,.030760339,2.0344439,-.32175064,.52344108,.095603034,5.2344108,5,.57567567,.27040005,.14060803,.073116183,.038020417,.019770619,.010280723,.005345976,.0027799078,.0014455522,.00075168721,.00039087737,.00020325625,.00010569326,.000054960499,.000028579461,.000014861321,7.7278874e-06,4.0185018e-06,2.0896211e-06,1.0866031e-06,5.6503364e-07,2.9381752e-07,.58359599,0,Matched (3),0
4080,2346.6667,26,26.666748,-13.333252,.030760564,2.0344403,-3.5762787e-06,.55420166,8601.2773,5.5420165,5,.57567567,.27040005,.14060803,.073116183,.038020417,.019770619,.010280723,.005345976,.0027799078,.0014455522,.00075168721,.00039087737,.00020325625,.00010569326,.000054960499,.000028579461,.000014861321,7.7278874e-06,4.0185018e-06,2.0896211e-06,1.0866031e-06,5.6503364e-07,2.9381752e-07,.58359599,0,Matched (3),0
4093.3333,2333.3333,27,13.333252,-13.333496,.019454725,2.3562036,.32176328,.57365638,.060462851,5.7365637,5,.57567567,.27040005,.14060803,.073116183,.038020417,.019770619,.010280723,.005345976,.0027799078,.0014455522,.00075168721,.00039087737,.00020325625,.00010569326,.000054960499,.000028579461,.000014861321,7.7278874e-06,4.0185018e-06,2.0896211e-06,1.0866031e-06,5.6503364e-07,2.9381752e-07,.58359599,0,Matched (3),0
4120,2320,28,26.666748,-13.333252,.030760564,2.0344403,-.32176328,.60441697,.095599987,6.0441694,6,.57567567,.38937601,.24297065,.15161368,.094606936,.059034731,.036837675,.022986708,.014343706,.0089504728,.0055850954,.0034850994,.0021747022,.0013570142,.00084677688,.00052838877,.00032971459,.00020574192,.00012838296,.000080110964,.000049989245,.000031193289,.000019464613,.58423048,0,Matched (3),0
4133.3335,2306.6667,29,13.333496,-13.333252,.019454725,2.3561854,.32174516,.62387168,.060466256,6.2387171,6,.57567567,.38937601,.24297065,.15161368,.094606936,.059034731,.036837675,.022986708,.014343706,.0089504728,.0055850954,.0034850994,.0021747022,.0013570142,.00084677688,.00052838877,.00032971459,.00020574192,.00012838296,.000080110964,.000049989245,.000031193289,.000019464613,.58423048,0,Matched (3),0
4146.6665,2293.3333,30,13.333008,-13.333496,.019454546,2.3562129,.000027418137,.64332622,709.55029,6.4332623,6,.57567567,.38937601,.24297065,.15161368,.094606936,.059034731,.036837675,.022986708,.014343706,.0089504728,.0055850954,.0034850994,.0021747022,.0013570142,.00084677688,.00052838877,.00032971459,.00020574192,.00012838296,.000080110964,.000049989245,.000031193289,.000019464613,.58423048,0,Matched (3),0
4160,2280,31,13.333496,-13.333252,.019454725,2.3561854,-.000027418137,.66278094,709.55682,6.6278095,6,.57567567,.38937601,.24297065,.15161368,.094606936,.059034731,.036837675,.022986708,.014343706,.0089504728,.0055850954,.0034850994,.0021747022,.0013570142,.00084677688,.00052838877,.00032971459,.00020574192,.00012838296,.000080110964,.000049989245,.000031193289,.000019464613,.58423048,0,Matched (3),0
4186.6665,2266.6667,32,26.666504,-13.333252,.030760339,2.0344439,-.32174158,.69354129,.095605731,6.9354129,6,.57567567,.38937601,.24297065,.15161368,.094606936,.059034731,.036837675,.022986708,.014343706,.0089504728,.0055850954,.0034850994,.0021747022,.0013570142,.00084677688,.00052838877,.00032971459,.00020574192,.00012838296,.000080110964,.000049989245,.000031193289,.000019464613,.58423048,0,Matched (3),0
4213.3335,2253.3333,33,26.666992,-13.333496,.030760901,2.0344439,0,.72430217,50000,7.243022,7,.57567567,.52998406,.38582844,.2808831,.20448291,.14886357,.10837269,.078895323,.057435796,.041813262,.030440057,.022160362,.016132746,.011744639,.0085500982,.0062244716,.0045314156,.0032988708,.002401578,.0017483489,.0012727982,.0009265971,.0006745627,.5838567,0,Matched (3),0
4240,2240,34,26.666504,-13.333252,.030760339,2.0344439,0,.75506252,50000,7.5506253,7,.57567567,.52998406,.38582844,.2808831,.20448291,.14886357,.10837269,.078895323,.057435796,.041813262,.030440057,.022160362,.016132746,.011744639,.0085500982,.0062244716,.0045314156,.0032988708,.002401578,.0017483489,.0012727982,.0009265971,.0006745627,.5838567,0,Matched (3),0
4266.6665,2240,35,26.666504,0,.027512884,1.5707964,-.46364748,.78257537,.05934009,7.8257537,7,.57567567,.52998406,.38582844,.2808831,.20448291,.14886357,.10837269,.078895323,.057435796,.041813262,.030440057,.022160362,.016132746,.011744639,.0085500982,.0062244716,.0045314156,.0032988708,.002401578,.0017483489,.0012727982,.0009265971,.0006745627,.5838567,0,Matched (3),0
4280,2213.3333,36,13.333496,-26.666748,.030760676,2.6779413,1.107145,.81333607,.027783783,8.1333609,8,.5702703,.69222403,.57593042,.47917411,.39867288,.33169582,.27597094,.22960782,.19103371,.15894005,.13223812,.11002212,.091538407,.076159954,.063365087,.052719753,.043862835,.036493879,.030362908,.02526194,.021017935,.017486922,.014549119,.58257741,-.0054053664,Matched (3),-.17572327
4280,2186.6667,37,0,-26.666504,.027512884,3.1415927,.46365142,.84084898,.059339587,8.4084902,8,.5702703,.69222403,.57593042,.47917411,.39867288,.33169582,.27597094,.22960782,.19103371,.15894005,.13223812,.11002212,.091538407,.076159954,.063365087,.052719753,.043862835,.036493879,.030362908,.02526194,.021017935,.017486922,.014549119,.58257741,-.0054053664,Matched (3),-.19646673
4280,2160,38,0,-26.666748,.027513135,3.1415927,0,.86836207,50000,8.6836205,8,.5702703,.69222403,.57593042,.47917411,.39867288,.33169582,.27597094,.22960782,.19103371,.15894005,.13223812,.11002212,.091538407,.076159954,.063365087,.052719753,.043862835,.036493879,.030362908,.02526194,.021017935,.017486922,.014549119,.58257741,-.0054053664,Matched (3),-.19646494
4293.3335,2133.3333,39,13.333496,-26.666748,.030760676,2.6779413,-.46365142,.89912277,.066344403,8.9912281,8,.5702703,.69222403,.57593042,.47917411,.39867288,.33169582,.27597094,.22960782,.19103371,.15894005,.13223812,.11002212,.091538407,.076159954,.063365087,.052719753,.043862835,.036493879,.030362908,.02526194,.021017935,.017486922,.014549119,.58257741,-.0054053664,Matched (3),-.17572327
4320,2133.3333,40,26.666504,0,.027512884,1.5707964,-1.107145,.92663562,.0248503,9.2663565,9,.56486487,.87609607,.82002598,.76754439,.71842158,.67244262,.62940633,.58912432,.55142039,.51612955,.48309729,.45217907,.42323965,.39615232,.37079859,.34706751,.32485521,.30406448,.28460437,.2663897,.24934077,.23338297,.21844648,.58049029,-.005405426,Matched (3),-.1964689
4333.3335,2160,41,13.333496,26.666748,.030760676,.46365127,-1.1071451,.95739633,.027783779,9.5739632,9,.56486487,.87609607,.82002598,.76754439,.71842158,.67244262,.62940633,.58912432,.55142039,.51612955,.48309729,.45217907,.42323965,.39615232,.37079859,.34706751,.32485521,.30406448,.28460437,.2663897,.24934077,.23338297,.21844648,.58049029,-.005405426,Matched (3),-.17572521
4346.6665,2186.6667,42,13.333008,26.666748,.03076045,.46363664,-.00001463294,.9881568,2102.1375,9.881568,9,.56486487,.87609607,.82002598,.76754439,.71842158,.67244262,.62940633,.58912432,.55142039,.51612955,.48309729,.45217907,.42323965,.39615232,.37079859,.34706751,.32485521,.30406448,.28460437,.2663897,.24934077,.23338297,.21844648,.58049029,-.005405426,Matched (3),-.17572649
4346.6665,2200,43,0,13.333252,.013756442,0,-.46363664,1.0019132,.02967074,10.019132,10,.55945945,1.0816002,1.1248642,1.1698589,1.2166533,1.2653196,1.3159325,1.3685699,1.4233128,1.4802455,1.5394554,1.6010337,1.6650752,1.7316784,1.8009456,1.8729836,1.947903,2.0258193,2.1068523,2.1911266,2.2787719,2.3699229,2.46472,.5776881,-.005405426,Matched (3),-.39293781
4346.6665,2226.6667,44,0,26.666748,.027513135,0,0,1.0294263,50000,10.294264,10,.55945945,1.0816002,1.1248642,1.1698589,1.2166533,1.2653196,1.3159325,1.3685699,1.4233128,1.4802455,1.5394554,1.6010337,1.6650752,1.7316784,1.8009456,1.8729836,1.947903,2.0258193,2.1068523,2.1911266,2.2787719,2.3699229,2.46472,.5776881,-.005405426,Matched (3),-.1964671
4346.6665,2253.3333,45,0,26.666504,.027512884,0,0,1.0569392,50000,10.569392,10,.55945945,1.0816002,1.1248642,1.1698589,1.2166533,1.2653196,1.3159325,1.3685699,1.4233128,1.4802455,1.5394554,1.6010337,1.6650752,1.7316784,1.8009456,1.8729836,1.947903,2.0258193,2.1068523,2.1911266,2.2787719,2.3699229,2.46472,.5776881,-.005405426,Matched (3),-.1964689
4346.6665,2280,46,0,26.666748,.027513135,0,0,1.0844524,50000,10.844524,10,.55945945,1.0816002,1.1248642,1.1698589,1.2166533,1.2653196,1.3159325,1.3685699,1.4233128,1.4802455,1.5394554,1.6010337,1.6650752,1.7316784,1.8009456,1.8729836,1.947903,2.0258193,2.1068523,2.1911266,2.2787719,2.3699229,2.46472,.5776881,-.005405426,Matched (3),-.1964671
4346.6665,2306.6667,47,0,26.666748,.027513135,0,0,1.1119655,50000,11.119656,11,.55945945,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4346.6665,2333.3333,48,0,26.666504,.027512884,0,0,1.1394784,50000,11.394785,11,.55945945,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4333.3335,2360,49,-13.333008,26.666748,.03076045,-.46363664,-.46363664,1.1702389,.066346027,11.702389,11,.55945945,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4320,2386.6667,50,-13.333496,26.666748,.030760676,-.46365127,-.00001463294,1.2009995,2102.1528,12.009995,12,.55405408,1.5575041,1.9437652,2.4258189,3.027422,3.7782228,4.7152224,5.8845973,7.3439775,9.1652842,11.438275,14.274967,17.815161,22.23332,27.747185,34.628487,43.216351,53.93401,67.309647,84.002434,104.83504,130.83414,163.28101,.5702849,-.0054053664,Matched (3),-.17572327
4306.6665,2400,51,-13.333496,13.333252,.019454725,-.7854073,-.32175604,1.2204542,.060464211,12.204542,12,.55405408,1.5575041,1.9437652,2.4258189,3.027422,3.7782228,4.7152224,5.8845973,7.3439775,9.1652842,11.438275,14.274967,17.815161,22.23332,27.747185,34.628487,43.216351,53.93401,67.309647,84.002434,104.83504,130.83414,163.28101,.5702849,-.0054053664,Matched (3),-.27784339
4280,2426.6667,52,-26.666504,26.666748,.038909268,-.7853936,.000013709068,1.2593635,2838.2139,12.593636,12,.55405408,1.5575041,1.9437652,2.4258189,3.027422,3.7782228,4.7152224,5.8845973,7.3439775,9.1652842,11.438275,14.274967,17.815161,22.23332,27.747185,34.628487,43.216351,53.93401,67.309647,84.002434,104.83504,130.83414,163.28101,.5702849,-.0054053664,Matched (3),-.13892233
4266.6665,2440,53,-13.333496,13.333252,.019454725,-.7854073,-.000013709068,1.2788182,1419.1136,12.788182,12,.55405408,1.5575041,1.9437652,2.4258189,3.027422,3.7782228,4.7152224,5.8845973,7.3439775,9.1652842,11.438275,14.274967,17.815161,22.23332,27.747185,34.628487,43.216351,53.93401,67.309647,84.002434,104.83504,130.83414,163.28101,.5702849,-.0054053664,Matched (3),-.27784339
4253.3335,2453.3333,54,-13.333008,13.333252,.019454367,-.78538901,.000018298626,1.2982726,1063.16,12.982726,12,.55405408,1.5575041,1.9437652,2.4258189,3.027422,3.7782228,4.7152224,5.8845973,7.3439775,9.1652842,11.438275,14.274967,17.815161,22.23332,27.747185,34.628487,43.216351,53.93401,67.309647,84.002434,104.83504,130.83414,163.28101,.5702849,-.0054053664,Matched (3),-.27784848
4240,2466.6667,55,-13.333496,13.333496,.019454902,-.78539819,-9.1791153e-06,1.3177274,2119.4746,13.177275,13,.55405408,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4226.6665,2480,56,-13.333496,13.333252,.019454725,-.7854073,-9.1195107e-06,1.3371823,2133.3081,13.371822,13,.55405408,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4213.3335,2493.3333,57,-13.333008,13.333252,.019454367,-.78538901,.000018298626,1.3566366,1063.16,13.566366,13,.55405408,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4200,2506.6667,58,-13.333496,13.333496,.019454902,-.78539819,-9.1791153e-06,1.3760915,2119.4746,13.760915,13,.55405408,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4186.6665,2520,59,-13.333496,13.333252,.019454725,-.7854073,-9.1195107e-06,1.3955462,2133.3081,13.955462,13,.55405408,,,,,,,,,,,,,,,,,,,,,,,,0,Master only (1),0
4173.3335,2533.3333,60,-13.333008,13.333252,.019454367,-.78538901,.000018298626,1.4150006,1063.16,14.150005,14,.55405408,2.1199362,3.0866275,4.4941297,6.5434532,9.5272684,13.871704,20.197203,29.407127,42.81678,62.341236,90.768845,132.15945,192.42416,280.16962,407.92697,593.94171,864.77917,1259.1185,1833.2767,2669.2512,3886.4299,5658.6421,.56101429,0,Matched (3),0
4160,2546.6667,61,-13.333496,13.333496,.019454902,-.78539819,-9.1791153e-06,1.4344555,2119.4746,14.344555,14,.55405408,2.1199362,3.0866275,4.4941297,6.5434532,9.5272684,13.871704,20.197203,29.407127,42.81678,62.341236,90.768845,132.15945,192.42416,280.16962,407.92697,593.94171,864.77917,1259.1185,1833.2767,2669.2512,3886.4299,5658.6421,.56101429,0,Matched (3),0
4146.6665,2560,62,-13.333496,13.333252,.019454725,-.7854073,-9.1195107e-06,1.4539102,2133.3081,14.539103,14,.55405408,2.1199362,3.0866275,4.4941297,6.5434532,9.5272684,13.871704,20.197203,29.407127,42.81678,62.341236,90.768845,132.15945,192.42416,280.16962,407.92697,593.94171,864.77917,1259.1185,1833.2767,2669.2512,3886.4299,5658.6421,.56101429,0,Matched (3),0
4133.3335,2573.3333,63,-13.333008,13.333252,.019454367,-.78538901,.000018298626,1.4733646,1063.16,14.733646,14,.55405408,2.1199362,3.0866275,4.4941297,6.5434532,9.5272684,13.871704,20.197203,29.407127,42.81678,62.341236,90.768845,132.15945,192.42416,280.16962,407.92697,593.94171,864.77917,1259.1185,1833.2767,2669.2512,3886.4299,5658.6421,.56101429,0,Matched (3),0
4120,2600,64,-13.333496,26.666748,.030760676,-.46365127,.32173774,1.5041252,.095607921,15.041252,15,.55405408,2.4336002,3.7964165,5.92241,9.2389603,14.412778,22.483934,35.07494,54.716908,85.358376,133.15907,207.72816,324.05594,505.52731,788.62262,1230.2513,1919.1921,2993.9399,4670.5464,7286.0527,11366.243,17731.34,27660.891,.55586094,0,Matched (3),0
4106.6665,2613.3333,65,-13.333496,13.333252,.019454725,-.7854073,-.32175604,1.52358,.060464211,15.2358,15,.55405408,2.4336002,3.7964165,5.92241,9.2389603,14.412778,22.483934,35.07494,54.716908,85.358376,133.15907,207.72816,324.05594,505.52731,788.62262,1230.2513,1919.1921,2993.9399,4670.5464,7286.0527,11366.243,17731.34,27660.891,.55586094,0,Matched (3),0
4093.3333,2626.6667,66,-13.333252,13.333496,.019454725,-.78538901,.000018298626,1.5430347,1063.1796,15.430346,15,.55405408,2.4336002,3.7964165,5.92241,9.2389603,14.412778,22.483934,35.07494,54.716908,85.358376,133.15907,207.72816,324.05594,505.52731,788.62262,1230.2513,1919.1921,2993.9399,4670.5464,7286.0527,11366.243,17731.34,27660.891,.55586094,0,Matched (3),0
4080,2640,67,-13.333252,13.333252,.019454546,-.78539819,-9.1791153e-06,1.5624893,2119.4358,15.624893,15,.55405408,2.4336002,3.7964165,5.92241,9.2389603,14.412778,22.483934,35.07494,54.716908,85.358376,133.15907,207.72816,324.05594,505.52731,788.62262,1230.2513,1919.1921,2993.9399,4670.5464,7286.0527,11366.243,17731.34,27660.891,.55586094,0,Matched (3),0
4066.6667,2653.3333,68,-13.333252,13.333252,.019454546,-.78539819,0,1.5819438,50000,15.819437,15,.55405408,2.4336002,3.7964165,5.92241,9.2389603,14.412778,22.483934,35.07494,54.716908,85.358376,133.15907,207.72816,324.05594,505.52731,788.62262,1230.2513,1919.1921,2993.9399,4670.5464,7286.0527,11366.243,17731.34,27660.891,.55586094,0,Matched (3),0
4053.3333,2666.6667,69,-13.333496,13.333496,.019454902,-.78539819,0,1.6013987,50000,16.013987,16,.55405408,2.7688966,4.6074443,7.6667881,12.757536,21.228542,35.324299,58.779636,97.809326,162.75473,270.82388,450.651,749.88336,1247.806,2076.3494,3455.0457,5749.1963,9566.6641,15918.931,26489.102,44077.871,73345.586,122047.06,.55045092,0,Matched (3),0
4040,2680,70,-13.333252,13.333252,.019454546,-.78539819,0,1.6208533,50000,16.208532,16,.55405408,2.7688966,4.6074443,7.6667881,12.757536,21.228542,35.324299,58.779636,97.809326,162.75473,270.82388,450.651,749.88336,1247.806,2076.3494,3455.0457,5749.1963,9566.6641,15918.931,26489.102,44077.871,73345.586,122047.06,.55045092,0,Matched (3),0
